Home Player Win,Home Player Country,Away Player Country,Date,Difference of Age:  Home Player,Difference Height: Home Player,Difference Weight: Home Player,Home Player Age,Home Player Height (Inches),Home Player Weight (Lbs),Away Player Age,Away Player Height (Inches),Away Player Weight (Lbs)
0,France,New Zealand,43217,1,2,-20,26,86,245,25,84,265
1,Dominican Republic,South Sudan,43218,11,-3,24,32,82,245,21,85,221
0,USA,USA,43218,5,0,-13,30,82,240,25,82,253
1,Canada,USA,43219,5,-1,-12,27,82,238,22,83,250
0,Switzerland,France,43219,-2,-4,-5,24,82,240,26,86,245
0,Australia,Cameroon,43220,7,-2,10,31,82,260,24,84,250
1,Lithuania,USA,43221,-4,2,14,26,84,265,30,82,251
1,USA,USA,43221,5,0,-13,30,82,240,25,82,253
0,Switzerland,France,43222,-2,-4,-5,24,82,240,26,86,245
0,Lithuania,USA,43223,-4,2,14,26,84,265,30,82,251
0,Australia,Cameroon,43223,7,-2,10,31,82,260,24,84,250
1,France,Switzerland,43224,2,4,5,26,86,245,24,82,240
0,USA,USA,43224,-5,-2,-17,25,82,253,30,84,270
0,USA,Lithuania,43225,4,-2,-14,30,82,251,26,84,265
1,Cameroon,Australia,43225,-7,2,-10,24,84,250,31,82,260
0,France,Switzerland,43226,2,4,5,26,86,245,24,82,240
1,USA,USA,43226,-5,0,13,25,82,253,30,82,240
1,USA,Democratic Republic of Congo,43227,1,0,16,30,82,251,29,82,235
0,Cameroon,Australia,43227,-7,2,-10,24,84,250,31,82,260
0,Switzerland,France,43228,-2,-4,-5,24,82,240,26,86,245
0,USA,USA,43228,5,0,-13,30,82,240,25,82,253
0,Australia,Cameroon,43229,7,-2,10,31,82,260,24,84,250
1,Dominican Republic,USA,43233,2,0,-6,32,82,245,30,82,251
1,Switzerland,USA,43234,-6,0,0,24,82,240,30,82,240
0,Dominican Republic,Canada,43235,5,0,7,32,82,245,27,82,238
0,Switzerland,USA,43236,-6,0,0,24,82,240,30,82,240
0,Canada,Dominican Republic,43239,-5,0,-7,27,82,238,32,82,245
0,USA,Switzerland,43240,6,0,0,30,82,240,24,82,240
0,Canada,Dominican Republic,43241,-5,0,-7,27,82,238,32,82,245
1,USA,Switzerland,43242,6,0,0,30,82,240,24,82,240
1,Australia,Canada,43243,4,0,22,31,82,260,27,82,238
1,Switzerland,USA,43244,-6,0,0,24,82,240,30,82,240
0,Canada,Australia,43245,-4,0,-22,27,82,238,31,82,260
0,USA,Switzerland,43246,6,0,0,30,82,240,24,82,240
1,Australia,Canada,43247,4,0,22,31,82,260,27,82,238
0,Switzerland,USA,43248,-6,0,0,24,82,240,30,82,240
0,USA,Canada,43251,3,0,2,30,82,240,27,82,238
1,USA,Canada,43254,3,2,32,30,84,270,27,82,238
1,Canada,USA,43257,-3,-2,-32,27,82,238,30,84,270
0,Canada,USA,43259,-3,-2,-32,27,82,238,30,84,270
